
11,权游野史系列第一章（文末有其他章节的快速链接） 囧恩的坦格利安血统和王储身份仍然是搅动维斯特洛七国政局稳定的最大秘密。正如肥sam所说的，囧恩愿意为了和平放弃王位（之前已经放弃了北境之王的头衔），但龙妈是否愿意成了一个不稳定因素。 作为权游最大的魔幻元素，龙妈这...  (展开)
12,史塔克家族 琼恩·雪诺——You know nothing 身为雷加·坦格利安和莱安娜·史塔克的儿子，却很长一段时间都被认为是艾德·史塔克的私生子。 他不受到母亲待见，也常常被外人嘲笑和羞辱，其命运之悲惨不亚于提利昂。 假如他是史塔克家族的嫡子，必将是高官显爵、荣华富贵，可是...  (展开)
13,当然是 David Benioff 和 D.B. Weiss，我们这两位名垂影史的编剧！ 马泽法克家族的“风暴降生” ， 冰与火之歌的合法乱编人， 安达尔人和先民最畏惧的对手， 铁王座的毁坏者， 七大王国暨全境的喂屎者， 冰龙之父， 夜王杀手， 大草海上的艾斯比， 不焚脸者， 打碎想象力镣铐者...  (展开)
14,“ 坚强的人，越想哭笑得越大声。——蓝冰夫人的信笺” HBO最为经典的美剧《权力的游戏》马上将要在4月14日迎来最终季！权游迷们追了8年，追到孩子都会打酱油了，也终于有盼头看到大结局啦！让我们看看这8年来，没“领到盒饭”众主演们的颜值巨变↓ 在剧组里度过青春期，从小孩...  (展开)
15,"这篇剧评可能有剧透
权力的游戏 S08 E01 泄露剧本 Scene 1 托蒙德和詹德利成功逃离被夜王攻破的东海望，复活之后的冰龙韦赛里昂和尸鬼将留守的守夜人烧死。闪电大王贝里·唐德里恩留下来独战异鬼，忧郁的艾迪战死。托蒙德和詹德利逃往临冬城，背后是燃烧的黑城堡。 Scene 2 丹妮莉丝、琼恩、提利昂...  (展开)"
16,"这篇剧评可能有剧透
衍生剧《长夜》开启“后权游时代”： https://movie.douban.com/review/10197733/ 第六集- 铁王座 从第五集开始，笔者就逐渐放弃对“权游”理性分析的信心。 值得祝贺的是本集荣获权游全系列的“最低分”（IMdB本集评分4.5，豆瓣由于没有单集打分但全集评分也下降至7.4），既然...  (展开)"
17,"这篇剧评可能有剧透
许多年前，我将《权力的游戏》定格在第三季第二集。记忆里那一集讲述的是巴利斯坦·赛尔弥与丹妮莉丝相遇的情节，而且再次与原著有着明显出入。当时的我看到这里，实在受不了电视剧对文戏的胡乱改写，愤而弃之。 我当然明白以下道理：作为改编文学的影视作品，应以一种合适的态...  (展开)"
18,临冬城的大厅里热气蒸腾，四溢着烤肉和刚出炉的面包皮所散发的香味。大厅的灰石墙上挂满了各家旗帜，白色是史塔克家族的冰原奔狼，金色是拜拉席恩家族的宝冠雄鹿，绯红则是兰尼斯特家族的怒吼雄狮。大厅里有位歌手正拨弄竖琴，高唱歌谣，然而在炉火熊熊，蜡碟碰撞和酩酊交谈的...  (展开)
19,"这篇剧评可能有剧透
龙妈 龙妈一直以解放人类为己任，她本是最坚强、最民主、最有远大抱负的人。 面对强势的马王，她征服对方；魁尔斯的男巫以为她好欺负，她就烧死男巫；在阿斯塔波，她惩罚伟主，解放奴隶；在渊凯她给予奴隶自由；在弥林将伟主们钉在了柱子上…… 她心怀天下苍生，终于成为民心所...  (展开)"
20,—————————分割—————————- 大家好，我叫伊耿·坦格利安六世，我是个坦格利安贵族王子，我英俊帅气，我一头黑发，自从乔治马丁写了我，我又多了个外号，叫维斯特洛第一美男子，预言中的王子！一个人，两张身份证，啥叫维斯特洛大陆的巨星？啥叫战术后仰？这就...  (展开)
Review Number,Review Text
1,"这篇剧评可能有剧透
Spoiler Alert Sansa Stark, queen of thrusting cheekbones, lover of layered metal garment with a big copper ring, beloved founding mother of an independent Scotland. Brandan Stark, appraiser of custom made wheelchair, narrator of creepy riddles, the orwellia...  (展开)"
2,"这篇剧评可能有剧透
完结更新：大结局简直是一坨屎！ 以下为原文： 看完三、四集，感觉这部“第一美剧”大概率逃不掉烂尾的宿命了，评分四星已改为三星。 如果说S8E3的烂还是只战术上的bug，S8E4就是人设、谋略、剧情上的全面崩塌。 曾经的权游是让我意想不到、大呼牛B的神剧，现在的权游到处都是...  (展开)"
3,"这篇剧评可能有剧透
我是人狠话不多的夜王，这次我要为自己代言！ 大家好，我是夜王，你们也可以叫我阿夜，此时的我正呆在地狱回首自己悲催的一生。 鉴于我为改善全球气候变暖所做出的卓越贡献，他们并未把我打入十八层地狱永世不得超生，而是让我恢复了原本的样子。 他们让我在这里进行劳动改造，...  (展开)"
4,纪念三位喜欢的正面形象角色: 乔佛里，小剥皮，佛雷家族 谁是真正的正派反派就不用我多说了吧，杀人放火都烧到现实世界来了，哎，可怜巴黎圣母院，正所谓好人不长命，坏人活千年，指的就是这部剧。 1.S4-E2:紫色婚礼 乔佛里大帝千古！乔佛里大帝是维斯洛泽前无古人的伟大帝王，...  (展开)
5,"这篇剧评可能有剧透
差评差评差评 本集唯一的优点：场面宏大 槽点无数 铺垫了几年 一集就团灭 在搞毛线啊 还想着第三集临冬城陷落 死五六个重要角色 下一集 且战且退 国土陷落一半以上 人类开始绝望 再一集 君临城绝地反击 然后登基 现在你告诉我一刀就爆？ 而且老外打仗是不是太弱了点 几千上万人...  (展开)"
6,入夜前的黄昏远比黎明前的黑暗更漫长。我宁可直接面对子夜的血腥。第八季第二集，这么多的友情爱情，隔着屏幕，我仿佛站在向死而生的决战前夜。我不认为战后的士兵们无法忍受和平的生活是所谓的ptsd（创伤后应激障碍）而更有可能因为是战争中强烈的爱和勇气，让平淡的生活显得...  (展开)
7,"这篇剧评可能有剧透
事先声明，剧透警告。介意慎点。 前言: 八季第三集，网上骂声一片，其实有些地方我也在等后续，比如夜王被森林之子转换为异鬼之前是什么身份？异鬼的图案和龙妈家黑旗神似是巧合还是有关联？比如那个传说后续还有更合理的解释吗？比如布兰这集翻白眼除了引夜王出来之外是不是还...  (展开)"
8,"这篇剧评可能有剧透
如果说S7E7从情节上见证了两呆逼把神剧拉下马，那么S8E2就从人物上再次重演这一惨剧。 马丁塑造了许多了不起的女性。小玫瑰寄托于婚姻而非性，将自己的地位一步步抬到了想要的位置。珊莎在痛苦与挫折中成长，并利用其柔弱作为挡箭牌。艾莉娅从来不是个淑女，也成功来到了千面之...  (展开)"
9,自2011年4月17日首播以来，HBO这部恢弘巨制终于在八年之后画上了句号。曲终人散，但显然并不是每个人都满意。 除了那些“权力的游戏”中的落败者外，无论是颇有微词的主演，还是全球数以千万计的观众，难掩失望之情。声势浩大的重拍请愿、苦中作乐的馊点子、乃至于节节下滑的IM...  (展开)
10,"这篇剧评可能有剧透
“burn them all！”“burn them all！” 疯王伊里斯·坦格利安死前一直这样呼喊着，如今看来，这并非他的疯言疯语，而是他对自己多年后的女儿丹妮莉丝·坦格利安的死前嘱托。 “burn them all！” 在第四集全面崩盘的情况下，这一集并没有好转，依旧有许多槽点，比如本文标题...  (展开)"
11,"这篇剧评可能有剧透
———————五月二十日，终于迎来了大结局——————— 跟之前外网的剧透没有差别，snow杀龙妈，drogon带龙妈飞走，布兰坐上铁王座。剧情细节我真的真的不想吐槽了，心累。而且很多大佬比我吐槽得好太多，我就想聊一下这一季所有重要角色的人设是如何崩塌的。 Jaime，用了...  (展开)"
12,"这篇剧评可能有剧透
故事内容跟不上，就花心思在形式上。 我看到最多的一句话是“信息量太大”。这话听着别扭。 看书的时候，老马丁说要写一个不同以往的书，于是就有了POV视角的轻魔法奇幻故事《冰与火之歌》。我记得之前看剧改《权力的游戏》第一季，仿佛在迷雾中穿越森林，不知会遇到什么样的路...  (展开)"
13,"这篇剧评可能有剧透
《权力的游戏》第八季，也是最终季，终于迎来开播，作为一枚不合格的伪粉，自然也不能错过这部剧。虽然我们可以第一时间在腾讯视频上看到第一集，但众所周知，因为国内审核的原因，许多劲爆的内容会被删减。 根据HBO官方的版本显示，《权力的游戏》第八季第一集应该是有60分钟...  (展开)"
14,最近，趁着《权力的游戏》最终季这周日在北美首播，报姐重温了一下8年前播出的第一季第一集。 在影片开头，北境史塔克家族一家人在回家的路上来到了一片森林。 他们先看到了一头死鹿。而鹿，正是七王国的国王、劳勃·拜拉席恩家族的家徽 席恩问：是不是狮子杀了鹿？ 而狮子，则...  (展开)
15,"这篇剧评可能有剧透
上周权游大结局结束后，只是很随意和大家打趣吐槽了几句，本来美剧看了将近二十年，又不是新战士，烂尾的看多了，不必太介意。但是今早看了几篇精英知识分子关于权游大结局的文章，试图解释观众对权游大结局为什么不满，都秀出一种知识分子的高高在上的精英范儿，什么观众就想...  (展开)"
16,"这篇剧评可能有剧透
第5集 龙妈 瓦里斯背叛了龙妈，然而龙妈认为雪诺、珊莎、提利昂、瓦里斯都背叛了他。 理由在于龙妈叫雪诺不要把自己的身世告诉别人，但是雪诺没有听； 珊莎明知道把雪诺的身世告诉提利昂会动摇军心，还是怎么做了； 而提利昂则是没有和龙妈商量就告诉了瓦里斯。 这里已经可以看...  (展开)"
17,"这篇剧评可能有剧透
（有剧透，慎点） 从第一季第一集就开始铺垫的活人与死人的战争，到这一集才真正开打，真正意义上的face to face，正面硬杠。全集从头燃到尾，燃点一个接一个，待我一一细数。 1、失踪了数季的红袍女登场的那一刹那，我的心情像洋葱骑士一样复杂，还沉浸在她亦正亦邪的过往里无...  (展开)"
18,"这篇剧评可能有剧透
剧才过半就说烂尾可能有点过激，但是在我看来这季基本是“跌落神坛”了。这里抛开整两集的话家常不提，重点只讨论夜王的死。主要是看到茫茫多的人站出来给剧的编剧洗地，夜王莫名其妙的突然死亡居然被洗成所谓的，“这才是权游”，心里简直痛。确实权游一向喜欢跳脱套路，即便...  (展开)"
