"Legendary.... Best Thing to watch in entire Milky Way...... No words to describe....,human																			",,,,,,,,,,,,,,,,,,,,,,,
"""I loved this series so much. Then came season 8 episode 3 and 4. Such a disgraceful ending.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Seasons 1-4 10/10 Seasons 5-7 9/10 Season 8 (Ep 1-4) 3/10"",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""Started off as the greatest series of all time, but had the worst ending of all time."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""I was a big fan of Game of Thrones ever since it first aired on HBO. However, after waiting for two years, I (as probably also a lot of others) felt that the season didn't rise up the rest of the show. I believe the writers and producers didn't do the show justice and rushed the story. In these 6 episodes and pretty much destroyed most of the major character lines. It took 7 seasons for these complex story lines to evolve, j	ust to be shattered	in 2 episod	es. That	""being said"," taking in considera""	tion that season	8	is a	pa	rt	""of GOT"," I""	don't	be	lie	ve	anymor	e tha	t th	e sho	""w deserves the 9.5 stars.""""","human""",,,,,,,,,,,,,,,,,,,,
"""For me it's one of the best series ever made and yes I know about the polemic last season but to be honest the last season had amazing episodes with amazing scenes, obviously that it was a rushed final but that was only HBO fault, about the ending I think it was a good and expectable ending , keep in mind that the last books haven't came out yet so the producers didn't have books to follow like in the previous seasons and th	ey consulted the cr	eator about	the end a	nd followed the lines that he g	""ave to them"," the""	f	inal	is	lik	e the own	creat	or	sai	d i	t woul	d be.	.. b	itter	""sweet! But let's not allow that to ruin this iconic series that will always be a classic. You know how great this was when the big question is: """"""""Which serie will become the next Game of Thrones?"""""""". This is just legendary!""""","human""",,,,,,,,,,,,,,,,,,,,,
"""As an avid reader, I am often disappointed by what is represented by the silver screen. I initially get excited to see one of my favorite series on the big screen, and eventually walk away disgusted. For whatever reason, most shows and movies that are based on epic book series absolutely butcher the original content.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"So when I saw the preview for """"Game of Thrones"""" on HBO, I was immediately skeptical. Oh, I was going to watch it, but I didn't have high expectations. I did hold a little hope because HBO is known for their high quality shows.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"I was absolutely shocked to watch the Pilot and realize that it followed the book almost to perfection. The language that is used by the actors is very similar to the way that it was written in the book, and events were not skipped. It stayed very true to the story without adding to it or removing from it.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"The acting is superb and I actually felt like I was looking into Winterfell for the first time. I feel like I've actually got faces to add to the characters that I've been reading about for a long time.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"If you have not read the books, you may feel as though the blatant sexuality is an addition from HBO to add some spice to the series. This is not the case at all. The books contained all of the sexuality that is shown in the Pilot. I am very proud of HBO for producing an amazingly accurate product. I will be watching every week for sure.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"If you enjoyed what you saw in the Pilot, know that there are many other plot twists and action filled evenings to come. """"Game of Thrones"""" has a ton of potential to be one of the greatest series that has ever been produced. I would highly recommend it to fans of the series and newcomers alike.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"UPDATE:																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"I have now watched 3 Episodes and I wanted to come back and report some more. Even after 3 Episodes, the series is staying true to the written story. Overall the acting is still very good. I hate to watch a show that makes it look like the actors are reading a script. I don't get this impression with this HBO adaptation.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Each episode of this series leaves me itching for the next weekend. I really hate watching shows in real time because I enjoy absorbing several hours of a show at one time. But, a good show will keep you looking forward to it the whole week.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"A special note to viewers that have not read the books... Keep watching! This series has numerous twists and turns and full of epic battles and action. It may seem like it's taking a little while to develop, but the reward is well worth the wait.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Even after 3 episodes, I would still highly recommend this to anyone."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""At first I did not want to watch the series. But once I started watching it, I couldn't stop. It became more and more exciting from season 1-8.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Great actors.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"I was disappointed with the end of the 8 season!"",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""Do not believe any of those negative reviews. I honestly cannot understand why some reviewers have given this such a low rating. I think some people love the sound of their own voice and think their opinion is worth something and will be disagreeable simply for the sake of it.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Having said that, this show is stunning. I have never read the books and now I want to. There is so much crap on TV that is renewed year after year (CSI, House etc.) which uses cheap gags, pointless and sometimes ridiculous plots, unbelievable and many times one dimensional characters and yet all the truly great shows get cancelled.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"There is enough brain-dead television. But once in a while a show comes along that transports you to another world and makes you believe in the magic of television again. Game of Thrones is one such show.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"It is complex, multi-layered, surreal, vibrant, imaginative and it draws your eye in to the surprising level of detail, from the sweeping vistas, to the narrow dungeons, from the beautiful castles and magnificent trees, to the contrasting landscapes. It is worth watching just for the scenery alone.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Yes the acting seems a little cold and even wooden at times, but this is perfectly in keeping with the medieval look and feel of the show. Yes it is dark and gloomy, but again in keeping with the narrative.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"The scripting is intelligent and well delivered by competent acting, led by Sean Bean perfectly cast as Lord Edard. Although Sean Bean is better known for brooding bad guys, he strikes the perfect balance between father, husband and Lord and soldier. He is well supported by other well known actors and many new to the scene.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"After watching and sometimes enjoying Camelot, this show makes that one look more like """"Merlin"""" by comparison. And where Camelot lacks in depth and scripting, Game of Thrones strikes the perfect balance between brooding medieval angst and wonderful fantasy story telling.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Even if you have never watched a fantasy show before, you should not miss this."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""So everyone knows that season 8 blows. It's common knowledge. For the people who haven't yet seen it, is it worth it to watch anyways?																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Well, yes and no. I would definitely say for most you can still enjoy the majority of the show. However, if you are the type of person that values the destination MORE than the journey, I would be cautious.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Seasons 1-4: 10/10																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Seasons 5-6: 9/10																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Season 7: 7/10																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Season 8: 3/10																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Seasons 1-6 have some of my favorite moments in storytelling, ever. If you are a fan of intense, gritty realism, intriguing plot, and complex characters, I would definitely still recommend this show, just know what you're getting yourself into.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"MY WARNING TO THOSE STARTING: DO NOT get too emotionally attached to the show. Enjoy it for its quality alone, and understand WHY the last 2 seasons are not as good. This way you will not be depressed for weeks on end after watching the last season like I was.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Let this show be the prime example of how a show goes from some of the most compelling narratives I've ever seen, to absolute trash at the end. From a purely analytical standpoint it is quite fascinating to watch."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""I am writing this because according to the IMDB User Ratings, I have not commented. I have reviewed all the individual episodes, but not the show as a whole. There is little that I can add to the impact of this show. I am proud to be on the same planet as those who created and put this work into fruition. When one looks at the technical accomplishments and the multiple plot strains that have been kept in balance, it is truly	a wonder. I know t	hat there ar	e those w	""ho can never get past the """"""""boo""	""k did this"""""""" and""	""""""""	""""""the""	boo	k d	""id that.""""""""""	We h	ave	to	co	me to	reali	ze t	hat i	""t is impossible to recreate every nuance that fiction allows and that occasionally characters must be dropped and events assumed. For me", I have approached these as the artistic creations they are--as film (and television, at that). I have the books. I've not read them but plan to at some point. I doubt at this late stage of my life there will ever be another series to match this. I like fantasy but am not ruled by it as a genre. But this is for us all. If you've not seen it," treat yourself.""""","human""",,,,,,,,,,,,,,,,,,,
"""It use to be my favorite show by far and i never thought that could change,but it did.Last(8)season i watched only once but all the seasons before that i have seen 3 times,except the season 7,which i saw twice.Thank god that i did,because now i won't watch the show again.You really mess it up with the last season."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""I don't care if season 8 was completely underwhelming, I love GOT. When you ask me about it, I only consider seasons 1-7 as being part of the actual show, the last season is in my mind not Game of Thrones.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"No other TV show has hooked me so much. No other show has kept me up to 4:00 A.M. because I just couldn't stop myself. Many will say Breaking Bad is superior. I admit Breaking Bad was perfect, but for me Game of Thrones was just something else. The characters were brilliant, the story lines were mesmerizing, the world was varied and fascinating and the lore was deep. Season 8 was such a shame, although this is my personal fav	""orite"," it prevented""	GOT from at	taining d	""ivinity in the eyes of others.""""""	""","human""														",,,,,,,,,,,,,,,,,,,,,
"""One of the best series I've ever seen, but the last season was ruined."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""So I succesfully avoided major spoilers about the show and could binge watch this since the complete Box set came out in early December. The first season was a bit overwhelming, what with all the houses and characters thrown at you. As you may be able to tell, I have not read the source material. Not sure who of the cast had read it beforehand either. So bare that in mind.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Now the line Winter is coming is something everyone associates with the show, I just never expected this to come up so early in the show. What is surprising, at least during the first seasons of the show, is how many supposedly main characters fail to survive. This keeps the viewers on their tows. Towards the end of the show this gets a bit watered down. Not sure how much influence the original author had there (he had only w	ritten material for	the first 6	seasons	""of the show"," the rest was made""	up).														",,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Having said that, you can feel a drop in quality. And while I have friend who thought the second season was boring (it's a bit of a travelling show and things get stretched quite a bit), if he continued to watch, he might feel even worse with the last seasons. Even though they are shorter (episode wise, not time wise per episode), they feel stretched even more.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Also the conclusion (no worries, I'm not telling) is anticlimatic to say the least. It feels bad and the continuity errors are just thrown aside. So if not for the epic battles and the actors, who are all really amazing in this, I might have gone farther down with my vote. Then again, if it wasn't for the last season specifically, I might have given it a 10 too ... A prequel show has been axed for now (not sure if the bad rev	iews and or numbers	for the las	t season	""played a role)"," but I would wat""	ch it. This achi	ev	ed ov	era	ll	something	that	""""""""""T""	he	Rei	""gn"""""""" c""	ould	not:	comb	""ine violence"," fantasy and nudity into something mature/adult that works for men and women watching""""","human""",,,,,,,,,,,,,,,,,,,,
"""Seeing a review comparing this brilliant title to Lord of the Rings made me make an account here and post my very first review.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"I had very high expectations from this series and I believed that it will (like most TV series) absolutely ruin the book. And I couldn't have been more wrong! Where do I start...																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"The cast is great, though not amazing with one exception - Sean Bean is perfect for the role of cold master of the North, Eddard Stark. The setting, the atmosphere is perfect and not boring at all! Some scenes are just amazing and are exactly as written in the book - for example the scene where they find the wolves, the nature and the dialogs are just as they should be. Now to get to the part most people are interested in: Wh	at is this? What ca	n I expect o	f the ser	ies?															",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"THIS IS NOT LORD OF THE RINGS. Now that I got that out, I can continue. The very idea behind the series is a lot different. It's based around great families on different sides of the world, the stories their members have to tell and the secrets they hide. And there are many secrets, You will have a chance to witness small portion of them in the first episode. If you cannot follow the story just yet, don't worry! It's meant to	""be like that"," you""	will eventua	lly get t	o know all the characters and g	et involved in t	he	stor	y s	o m	uch you wi	ll BE	G f	or	nex	t epis	ode j	ust	to se	e what happens.",,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"What to expect? Plots, love, action, war, hatred, quite a few surprises and much much more... All that after the first episode. I really hope they will not ruin it as the series progress.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Conclusion: Do not miss this! Yes YOU complaining that the book is better. And everyone else."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""I came late to GOT on TV - finally starting to watch around the time S8 was launched. So I pretty much knew of the characters and storylines as I watched the whole series. This meant no (major) surprises, and limited emotional impact re how good/bad the series became over the years. In my view, the whole series rates as a 10/10. Some episodes better/worse than others, of course. But as an engaging and gripping series it blew	me away.																		",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"*High points* The Purple Wedding (Joff is SO evil, got his just desserts indeed). Tyrion's trial - I absolutely loved Peter Dinklage throughout, but he was awesome here, at his peak performance. I was prepared not to like the various battle episodes (normally multitask during that type of scene), but these were also awesome - particularly Hardhome, Battle of the Bastards, Spoils of War. For individual characters - Ned's demis	""e"," Jaime/Brienne (a""	ll their sce	""nes)"," Ary""	""a/The Hound scenes"," also her la""	ter scenes with	Ge	ndry.	Th	e l	ook of unr	equit	ed	lov	e i	n Jora	h's e	yes.	Hodo	""r & the door. Bronn's avarice (although beginning to pall in S8). Littlefinger's dawning realisation that he'd been rumbled by the Stark ladies. The genuine warmth of the Nights Watch relationships with each other. So many other great performances"," even if not main cast.""",,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"*Low points* OK - agree with the haters that the Long Night battle was a strategy fiasco. Was never that keen on Bran & the 3-eyed raven stuff. Dorne storylines seemed superfluous after Oberyn's death (which was awesome!). Euron - ridiculously OTT character. The increasingly unbelievable time-shifts allowing characters to travel across Westeros in unfeasible times.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"I've never binge-watched anything before and was completely obsessed with GOT. Spent half the last season in tears. Watched so many episodes through my fingers, such was the gore/shock factor. Hard to see what is going to replace it for my evening binge-viewing from now. Kudos to all the cast and crew for a completely amazing show."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""It doesn't matter how it ends, it will remain the greatest tv show ever."",human																			",,,,,,,,,,,,,,,,,,,,,,,
"""I don't believe there has ever been anything like 'Game of Thrones' on TV. The sheer amount of quality and talent in this series is staggering. The actors (and I mean really ALL the actors), the costumes, the visual effects, the make-up: everybody working on this show seems to have wanted to make Television-history. And the writing is just phenomenal.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"'Game of Thrones' may belong to the 'Fantasy' genre, but the world of Westeros and its surrounding lands has been so amazingly well thought through and is inhabited by characters that are so well drawn and credible that everything you watch feels real. Every """"country"""", every city, tribe or family has such a richly detailed history and even mythology that it just never feels like it was made up. Of course, that was all alrea	dy there in the boo	ks – but tra	nslating	that so perfectly to a TV-show	and with such ca	re	as w	as	don	e here rea	lly i	s a	ra	re	achiev	ement	.		",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Yet for all its grandeur, scale and breath-taking visuals, what really makes Martin's outstanding work come to life on the small screen is the fantastic ensemble of actors. At the core of this show (any show, really) are the characters. Tyrion, Cersei, Dany, Jamie and John (and all the – many – others) don't lose anything of their complexity; the amazing cast succeeds in showing all their respective characters' inner conflict	s and often questio	nable motiva	tions and	virtually no one comes across	as one-dimension	al	(exc	ept	ma	ybe for Jo	ffrey	).							",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"There have been a couple of great TV-shows over the last years, but when it comes to scale AND quality, 'Game of Thrones' is – at the moment – in a league of its own. A joy to watch: breath-taking, epic – and highly addictive – Television. 10 stars out of 10.																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Favorite Films: http://www.IMDb.com/list/mkjOKvqlSBs/																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Favorite Low-Budget and B-movies: http://www.imdb.com/list/ls054808375/																			",,,,,,,,,,,,,,,,,,,,,,,
"																			",,,,,,,,,,,,,,,,,,,,,,,
"Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/"",human																			",,,,,,,,,,,,,,,,,,,,,,,
