
4,"yayınlanan afişi de, en az fragmanı kadar heyecanlandırmıştır:
http://twitpic.com/4aa5ad

bu arada david benioff ve dan weiss'da şöyle demiş bu seri ile ilgili: ""there are certain things we are never going to be able to do the way peter jackson could with 'lord of the rings. on the other hand, we have a lot more time to spend with our characters. and at this point in my life as a 40-year-old man, i am much more excited by george’s stories than i am by ‘lord of the rings.’”

yani: ""peter jackson'ın yüzüklerin efendisi'nde yaptığı bazı şeyleri yapmamızın imkanı yok. ama diğer yandan, karakterlere harcayacak daha çok zamanımız var. ve hayatımın bu noktasında, george'un hikayelerinden yüzüklerin efendisinden etkilendiğimden daha çok etkileniyorum""

ki bence böyle olması çok daha iyi olacaktır."
5,"of hbo of... ağzımıza sıçtın senelerdir, hâlâ da devam ediyorsun. 2 resmini dahi görünce insanı heyecanlandıran dizi. deli oyuncu kadrosu da cabası..."
6,"sean bean abimiz'i tekrar elinde kılıçla karşımıza çıkartmıştır. vasat bir dizi olmasına ihtimal vermiyorum

(bkz: izlenir ki bu)"
7,son çıkan trailerları yüzünden bünyeye titreme getirmiş dizidir. ağzımdan salyalar saçarak beklemeye devam ediyorum.
8,"fantastik ve epik yönden seyirciyi doyurmayı amaçlayan dizi. bu türlerde pek dizi de çıkmıyor zaten şu sıralar. merakla beklemekteyiz. muhtemelen, en iyi fantastik-kurgu dalında kendi çapımda düzenlemiş olduğum dizi ödül töreninde ödülü ona vereceğim.
hbo, mükemmel diziler yapar ve yayınlar; fakat bazı dizilerini yarıda kesmiştir. umarım bu diziye kaynak ayıracaklar diye mükemmel bir fantastik dizi olan true blood'ı kısa tutmazlar.

edit: imla."
9,"piyasada fantastik diziler pek cirit atmazken, legend of the seeker'ın iptal edilişine üzülürken, camelot ile birlikte yüzümü güldürmüş dizidir.

(bkz: başlasa da izlesek)"
10,bu gece 15 dakikalık sneak peeki yayınlanacaktır.
Review Number,Review Text
1,"15 dakikalık exclusive preview yayınlanmıştır. şu 15 dakika bile ağzımın suyunun iyice akmasına sebebiyet vermiştir. görüntüler, çekimler, mekanlar, kostümler, karakter seçimleri... şu anlık heyecandan mı, seriye olan bağlılığımdan mı yoksa gerçekten öyle mi bilmiyorum ama, olağanüstü görünüyor! bir anda geçti 15 dakika ve ben dahası yok mu diye kıvranıyorum şu an yerimde.

başlasın artık, başlasın!

buyrun: http://www.hbo.com/…ilter=game-of-thrones&view=null"
2,trailerlarını ve çeşitli shotlarını gördükçe kafesinin demirlerini kemirerek kopartmaya çalışan kuduz köpeğe döndüğüm dizi. gelse de izlesek artık!
3,"geçtiğimiz günlerde projenin ortaya çıkışı ile ilgili la times'dan joy press'in senaristlerle yaptığı çok özel röportajın çevirisi yayınlanmıştır ve taze taze meraklılarına sunulmaktadır efenim. buyrun, hayrını görün. http://goo.gl/k9sse"
4,"allahım her şey neredeyse kafamdakinin aynısı nerdeyse, resmen heyecanlandım resmen! ahah. şahane olcak bu bak görceksiniz."
5,"yüzüklerin efendisinden beri dizi olsun film olsun başarılı bir fantastik kurgu dizisi izlemeye aç bünyeleri doyurmaya aday bir dizi. fantastik bir dünya olmasına rağmen daha derin taht oyunlarını içermesi de onu diğer ekürilerinden ayıran yegane etken olacaktır. umarım kitapta anlatılan dünyayı başarıyla seyirciye sunarlar da bizler de zevkden dört köşe izleriz.
bir de fantastik kurgu kitaplarının dizisi çıkması her zaman daha keyif verici oluyor diye düşünüyorum. hem hikayeyi kesmemiş hem de o dünyayı tadına vara vara izlettirmiş oluyor.

battle of bastards edit: ağliyorum biliyor musun?"
6,"oy oy oy oy oy....

adamlar yapmış birader. dizisinin yapılacağını duyduğumda içine ederler diye düşünüp hayıflanmıştım, ancak, olmuş galiba.

tabii işin içinde george r.r. martin'in olması acaip etkilemiş kaliteyi. ayrıca tanıtım documentarysinden anladığım kadarı ile production design lord of the rings filmlerinin kalitesinde gidiyor. tabii bu kalitenin sadece ilk bölüm için sinema ayarında olup daha sonra dizi seviyesine inme olasılığı var.

castinge ise hasta oldum, hemen hemen bütün karakterler cuk oturmuş. ben kişisel olarak cersei lannister ve catelyn stark'ı çok beğenemedim. neden derseniz; sevgili sarah connorcuğumuz cersei rolü için kadar güzel ve dolgun değil, cersei denilen hatun hdımların bile ağzının suyunu akıtacak cinsten bir afet. catelyn starkı oynayan hanım teyze de yeteri kadar alımlı ve asil değil. ben nedin karısı olarak hep 'i hayal etmiştim (kızıl kumral hali ile bittabi). bi de tyrion lannister rolü için fazla temiz yüzlü kaçmış, belki ağzının ortasına baltayı yiyince tipi düzelir (kayar:)

hastası olduğum karakterler ise ve oldu. hele daenerys tam bir afet!

neyse daha çok yazılır ama sabredelim hele bir 17 nisana kadar. izleyip sonra yazarız...

edit eklentisi: ilk yazdigimda belirtmeyi unutmusum; traileri izlerken kitaplardan gorebildigim tek fark 'in -muhtemelen yuzunden- ismi olarak degismis. tabii kitaptaki leri kastetmiyorlarsa.

ikinci izleyiş editi: birçok dikkatli suserin beni uyardığı gibi wild walkers değil diyorlarmış ki bu kitapta kullanılan bir isim. ayrıca ned ve benjen kralın onuruna verilen ziyafette konuşurlarken ismini de kullanıyor."
7,"preview da kitabı olabildiğince detayla aktarmaya çalıştıkları belli. wall, night watch taki abilerin yani crow abilerin kıyafetleri, others!, eddard stark ın kılıcı ice, winterfell, yani hemen herşey hayal ettiğim gibi. umarım bu izlenimim dizi boyunca devam eder."
8,"herkes tetikte, bunu bekliyor. heyecan dorukta şansal..."
9,"hbo geleneği üzerine en iyi gittiği dönemde yayından kaldırılması muhtemel olduğuna, izlesem mi beklesem mi karar veremediğim dizidir."
10,"hbo yine son donemin epik-menseili yapimlari the borgias ve camelot'u yaya birakacak bir yapimla karsimiza cikmis.

daha ne oldugunu anlamadan, buyuk bir keyifle izlerken bolum bitti. keske acilisi 2-bolumluk bir yayinla yapsalardi.

pazar geceleri yine hbo tarafindan ipotek altina alinmis. ozeti budur bunun."
Review Number,Review Text
1,"haberim yoktu bundan oylesine indirdim camelot borgias filan tarzi bir seydir herhalde bir bakayim diye. baslangici eh iste fena degildi lakin sonra jenerige/openinge girdi ki iste o zaman ""bu diziyi yayindan kaldiranin ta amina koyim"" dedim."
2,"1. sezon 1. bölümü ile bir efsane başlamış bulunmakta. 1 saat boyunca dizi değil de sanki başlıca bir film izlemiş gibiyim. işin başında da hbo olunca her bölüm bir film izleyeceğiz. mekanlar, karakterler, diyaloglar harika olmuş."
3,(bkz: magical)
4,mükemmel bir kitap serisiydi. diziside mükemmel başladıç en büyük sevincim belki dizisi tutarsa türkiye'de kitaplarına verilen önem artar.
5,"ilk bölüm itibarıyla konuşuyorum, hayvanlar gibi bir dizi bu! yıllardır okumaya üşendiğim kitaplar için bir saatte hayatımın pişmanlığını yaşattı bana."
6,(bkz: hell yeah)
7,9.5 şu anda puanı imdbde. (bkz: oha) izlemek nasip olur inşallah dinimiz.
8,"adamlar gözlerini karartıp ya allah çekmişler diziyi. hiçbir tabudan da çekinmemişler görüldüğü kadarıyla. grrm bir röportajında tv senaryolarında bir türlü kendi istediklerini kabul ettirememekten yakınıyordu, bu kitabın helak olmadığını görmek güzel olacak. 2. bölümü hevesle bekliyorum şimdi."
9,hayatımda ilk kez seyreder seyretmez yeniden seyretmeyi düşündüğüm ve bunun için bir kez daha basa sardığım bir dizidir. tek kelime ile muhteşemdir. tam tadında bıraktığı sahnelerle kusur bulunmasına izin vermemektedir. inşallah ağızda bıraktığı tad devam eder.
10,(bkz: bu kış komünizm gelecek)
Review Number,Review Text
1,"--- spoiler ---

kafa kol kopuyor, tecavüz var, cüceli sikiş var, araya bir de ensest ilişki serpiştirmişler tam olmuş. fantastik dizilerin, filmlerin yıllardır alıştığımız naif yapısından hayli uzaklaşmışlar ama hbo bu. şöyle bir silkineceksin bu adamların dizisini izlemeden önce.

--- spoiler ---"
2,"--- spoiler ---

--- spoiler ---

capital city dedikleri yer bildğin konstantinopolis'tir.

--- spoiler ---

--- spoiler ---"
3,ilginç. daha karar veremedim ama tutar bu.
4,"--- spoiler ---

o yıllarda doggyden başka pozisyon yokmuş.

--- spoiler ---"
5,"din kardeslerim adina buyuk bir ozveriyle izledigim bir baska ecnebi yapimi. camelot denen gavur yapimi dizi ilen the rite denen vatikan dini tanitim filminin arasinda bir yere koymak gerek bu arsiz iffetsiz diziyi. oncelikle dizide dikkatimi ceken dinimizce kabul gormeyecek cinsel munasebet hallerinin yansitilmasi. dinimiz it gibi cinsel munasebete girilmesini caiz gormemektedir. diziyi bir sebepten izlemek zorunda kalan kardeslerimize imam nikahli dahi olsa, esleriyle bu turden cinsel munasebete girmelerinin hanelerine eksi olarak kaydedilecegini hatirlatmayi gorev bilirim.
dizide hokus pokuslara yer verilmemis olmasini camelot dizisindeki eva kadinin satanik heyulalarini dusununce olumlu bir adim olarak gorsem de tedbiri elden birakmamak gerektigini soylemek isterim.
son bir husus ise ic burkan bir detay:

--- spoiler ---

dizideki cavur enigi 10 yasindaki delikanliya pek bir kanim kaynamisti. dizinin sonunda cereyan eden hadise gozlerimin yasarmasina sebep oldu. cocugun kara sacli olmasi ve cengaver karakteri, ileride sehadet getirerek muslumanligi sececegi inanci yaratmisti kendimde. insallah bundan sonraki bolumlerde sagligina kavusur ve hak yolunu secer.

--- ---

not: edindigim bilgilere gore diziyi kardeslerimizn abdestsiz namaz kilmalarina saglamak adina persembe geceleri yayinlamayi dusunuyorlarmis. eger gerceklik payi varsa bu seytanca dusunceye karsin diziyi cuma namazindan once izlememenizi tavsiye ederim."
6,"içimden bi ses camelot'tan çok çok daha iyi diyo. eva green'in memelerinden başka bi numarası yok kemılotun zaten. sağlam dizi gibi. patlamasın, izleyelim. eyçbio bunnarı dikkate alsın."
7,"daha ilk bölümünden ne kadar epic bir dizi olacağını göstermiştir. ne o öyle bi camelot izliyosun ne bok olduğu belli değil, en küçük bir ışık vermiyor. olay budur."
8,"yüzüklerin efendisi dahil fantastik evrenleri sevmeyen bir birey olarak aklımı almış dizidir.

--- spoiler ---

kraliçenin kardeşi olan cüce elemanın ""her cüce babasının gözünde piçtir"" cümlesi middle age denen ortamın ne kadar pislik olabileceğini sorgulattı. ulan bir de ensest falan var. çok acayip."
9,"kostüm, dekor, mekan, set ve görselliği ile beklenileni vermiş dizi. oyuncular rolleri ile çok iyi eşleşmiş. şimdilik tek kusuru müziklerin biraz geri planda kalması. ilk bölüm itibariyle akıcılığı eksik gibi ama birkaç bölüm sonra tekrar değerlendirmek lazım. umarım entrikalı bölümler bekliyordur beni.

çok geç gelmişim dünyaya bir kere daha anladım. teknolojik zamanlara uygun değilim. getirin atımı, verin okumu,kılıcımı ` :swh` .

--- spoiler ---

dizi 1 saat olunca film moduna girmiştim kii.. o son neydi öyle, kendime getirdi. 2. bölüm için sabırzılıkla bekliyorum.

bir de arya dikkatimi çekti nedense, pek sevdim.

--- spoiler ---"
10,"--- spoiler ---

ilk bölüm itibarıyle, o kadar beklediğimize değen bir dizi olmuştur. ah ulan hbo. seni sevsem mi, yoksa senden nefret mi etsem bilemiyorum. niye böyle yapıyosun olm? hiç mi insafın yok? bi anda güncel muadillerini çocuk işine çevirdin. siktin attın ortamı.

çok koldan, çok kompleks bir yapı ve karakterler ile bunların bağlı olduğu milletler falan derken daha ilk bölümden klâs bir evren yaratılmış. sean bean sonunda hak ettiği başrolü aldı, sevindim. sinemada onu kötü adam ya da korku filmlerinde salak kadının ezik kocası rollerinde görmeye dayanamıyordum artık. ilk bölümden çıplaklık, seks, orgy, ensest derken gaylik müessesesini atlamışlar. onu da ilerleyen bölümlerde telâfi ederler artık.

bir adet delikanlı baş karakter, bir adet bildiğin kral, bir adet güç delisi kraliçe ve ona aşık ikizi, bunların kardeşi büyük beyinli ufaklık, piçliğinin altında ezilmiş bir diğeri, taht aşkıyla yanıp tutuşan götveren, onun serçe gibi kız kardeşi, onun kocaman kocası etrafında şekillenen hikâye gayet güzel örülmüş. dört bir koldan ilerleyip bizleri ekran karşısına çivileyecek, belli. biz ne olduğunu anlamadan da 12(ya da 10, 13 neyse artık) bölüm geçecek. sonra bekle ki, bir yıl sonra yeni sezonu gelecek. allah belânı versin hbo...

edit: adamım arya...

--- ---"
